time	서부 텍사스 중질유 가격	브랜트유 가격	천연가스 선물	가솔린 선물	난방유 선물	납 선물	주석 99.85% 선물	SHG 아연 99.995% 선물	LME Index	금 선물	은 선물	밀 선물	옥수수 선물	대두 선물	쌀	설탕 선물	커피 선물	오렌지쥬스 선물	돼지 선물	생우 선물	MSCI 선진국 부동산	MSCI 이머징 부동산	영국 Halifax 주택가격(계절조정)	영국 Nationwide 주택가격(계절조정)	북경 주택가격	천진 주택가격	상해 주택가격	광주 주택가격	심천 주택가격	다우존스 Equity REITs	MSCI World REITs	MSCI AC  World REITs	MSCI Europe REITs	Reuter CRB(EW)곡물지수	Reuter CRB(EW)상품선물지수	Reuter CRB(EW)에너지지수	Reuter CRB(EW)산업지수	Reuter CRB(EW)귀금속지수	RJ CRB 상품선물지수	서부 텍사스 중질유 가격 y-y	브랜트유 가격 y-y	천연가스 선물 y-y	가솔린 선물 y-y	난방유 선물 y-y	납 선물 y-y	주석 99.85% 선물 y-y	SHG 아연 99.995% 선물 y-y	LME Index y-y	금 선물 y-y	은 선물 y-y	밀 선물 y-y	옥수수 선물 y-y	대두 선물 y-y	쌀 y-y	설탕 선물 y-y	커피 선물 y-y	오렌지쥬스 선물 y-y	돼지 선물 y-y	생우 선물 y-y	MSCI 선진국 부동산 y-y	MSCI 이머징 부동산 y-y	영국 Halifax 주택가격(계절조정) y-y	영국 Nationwide 주택가격(계절조정) y-y	북경 주택가격 y-y	천진 주택가격 y-y	상해 주택가격 y-y	광주 주택가격 y-y	심천 주택가격 y-y	다우존스 Equity REITs y-y	MSCI World REITs y-y	MSCI AC  World REITs y-y	MSCI Europe REITs y-y	Reuter CRB(EW)곡물지수 y-y	Reuter CRB(EW)상품선물지수 y-y	Reuter CRB(EW)에너지지수 y-y	Reuter CRB(EW)산업지수 y-y	Reuter CRB(EW)귀금속지수 y-y	RJ CRB 상품선물지수 y-y	천연고무 선물	Dram Exchange 지수
2000-01-01	27.6	26	2.7		1	478	5870	1141	1366.8		5.3	256.3	220	508	5.8	5.4	111.1	79.5	56.8	70.2	108.4	110.5	274.7	152.3										169.7	210.5	225.5	205.8	254.7	165.4	116.8	128.8	49.8		187.1	-2	14	16.9	37.4		1.2	-7	2.6	0.2	-30.4	-23.8	6.9	-23.6	38.3	13.2	13.7	10.5	15.7	13										-0.6	10.9	85.7	12.5	9.2	33.1	74.4	
2000-02-01	30.4	28.1	2.8		0.8	460	5570	1091	1293.1		5	247	215	501.3	5.3	4.7	99.9	85	58.1	69.8	102.7	104	272.5	155.7										169.4	208.8	240	199.5	257.2	170.2	148	158.2	69.6		155.4	-11.4	5.1	3.5	28.7		-10.4	4.1	5.1	11.5	-26.4	-26.7	-2.7	2.7	35.1	7.1	6.7	4.8	14.9	15.1										7.5	14.1	104.6	14.2	4.6	43.2	74	
2000-03-01	26.9	24.8	2.9		0.8	454	5410	1122	1295.7		5	262.3	236	545.5	5.8	5.9	103.7	81.8	64.4	72.2	110.4	98	271.8	158.5										179.3	214.4	229.7	200.1	256.9	170.5	60.5	62.5	46.3		75.3	-11	2.9	11.6	28.5		0.8	-6.4	4.7	12.8	-19.4	-0.2	-5.5	-0.7	53.8	9	8	-8	13.3	16.1										3.9	11.7	50.4	12.4	11.5	26.8	69.5	
2000-04-01	25.7	23.9	3.1		0.7	430	5415	1169	1273.9		5	242.3	223.8	526.5	5.2	5.2	95.3	78.8	76.7	74.3	105.6	91.3	273.4	160.9										172.9	211	223.5	195.2	252.9	168.3	37.9	44.2	39.4		64.6	-21.2	-3.1	7.6	13.3		-8.3	-6.5	4.2	10.5	-33.9	-3.4	-8.2	-3.1	29.8	11.5	-7.3	-26.6	13.8	17.5										4.2	9.7	40.4	1.1	6.6	22	68.6	
2000-05-01	29	28.3	4.4		0.7	430	5370	1138	1255		4.9	274.8	225	517.5	5.5	7.6	93	81.4	68.3	67.8	95.6	82.4	273.3	160.5										173.3	222.3	247.6	208.5	259.8	182.1	72.3	86.3	84.7		87.6	-12.4	0.4	15.4	23.6		1.1	8.9	2.5	12.1	-20	51	-23.5	-9.6	29	5.5	-13.4	-32.9	11.5	15.9										9	19	69.4	20.8	14.2	38.5	64.4	
2000-06-01	32.5	30.6	4.5		0.8	449	5510	1153	1287.7		5	259.5	187.5	477.5	4.7	8.5	84.9	83.8	70.6	67.5	100.8	80.3	271.6	160.4										161.4	223.9	266.3	199.4	271.4	187.8	68.5	74.6	87		75.8	-10.4	4.6	10.3	13		-4.9	3.8	-11.2	6.5	-35.7	51.8	-16.3	-2	57.3	5.8	-11.3	-40.6	9.3	14.9										-0.4	16.9	57	6.2	19.1	33.9	65.8	
2000-07-01	27.4	26.9	3.8		0.8	483	5295	1168	1304.2		5	246.3	180.3	446	5.9	10.4	86.5	75.8	67.3	66.7	104.1	77.6	273.7	160.2										150.3	218.6	243.5	214.3	270.7	179	33.6	39	48.4		49.4	-4	1.1	7.4	13.3		-8	-6.6	-11.3	2.6	-5.7	73.9	-5.1	-1.9	39.3	3.9	-7.6	-34.6	8.4	13.8										-4.2	14.8	35.9	15.7	19.3	26.2	80.2	
2000-08-01	33.1	31.7	4.8		1	476	5410	1180	1335.9		5	250.8	183.8	494.8	6.3	10.6	74.5	73.8	52.9	66.2	109.1	80.2	274.5	160										164.3	227.4	278.6	222.1	271.3	195.2	49.8	48.7	69.3		69.6	-10.5	2.9	-1.3	9.4		-2.9	-5.3	-10.5	3.4	9	54.8	-13.6	-21.1	15.6	-0.9	-1.7	-26.8	7.4	11.1										-3.4	14.1	46.7	20.4	20.8	30.9	69.5	
2000-09-01	30.8	29.8	5.2		0.9	504	5400	1154	1355.1		4.9	265	197.8	490.5	6.3	9.8	83	71.5	58.4	69.1	109.2	71.8	280.4	160.5						136.5				163	226.6	269.6	220.7	266.9	192.6	25.8	26.5	89		50.1	-2.3	0.3	-4.2	7.9		-12.1	-3.9	-5	-0.2	5.7	39.8	0.7	-18.2	19.1	1.2	3.5	-30.1	9.7	10.1										-2.7	10.4	33.7	14.8	6.5	23.9	80.4	
2000-10-01	32.7	30.8	4.5		0.9	503	5260	1077.5	1258.2		4.8	254.8	206	459.8	6.2	9.9	74.4	66.2	51.2	72.5	102.2	62.2	277	162						130				160.3	219.3	269.5	213.5	260.7	190.5	50.3	41.8	51.6		63.9	0.2	-8.5	-6.9	0		-8.1	-0.4	3.3	-2.3	13.3	43.9	-25.7	-28	10	0.4	-2.3	-41.7	5	9.9										0.3	8.8	42.4	12.6	5.8	27.3	86.7	
2000-11-01	33.8	31.9	6.6		1.1	483	5335	1065	1259.5		4.7	256	208.8	506	6.3	9.8	67.2	78.3	54.5	72.2	102.4	63.8	278.6	163.7						131.5				170.9	229.8	271.5	220.6	266.4	199.7	37.5	34.9	186		64.2	-3.2	-8.6	-9.9	-1.6		-9.8	9.9	11.3	6.2	9.2	68.7	-48.4	-19.4	4.4	2.7	-7.1	-39.2	6.5	9.1										8.6	12.6	37.8	17.6	7.4	29.7	87.2	
2000-12-01	26.8	23.9	9.8		0.9	482.5	5195	1043.5	1264.9		4.6	279.5	231.8	499.5	5.9	10.2	65.6	74.6	56.8	80.2	110.9	65.6	277	165.1						139.6				174.9	227.8	236.9	211	265.7	195.9	4.7	-4.8	319.7		31.3	-2.6	-15.2	-15.5	-6.7		-15.3	12.5	13.3	8.2	15.2	66.7	-47.9	-16.1	4.3	15.3	-2	-43.7	3.2	9.2										11.7	11.5	15.1	9.4	4.9	24.2	68.7	
2001-01-01	28.7	26.7	5.7		0.8	509	5235	1048	1289.7		4.8	273	209	459.5	5.8	10	63.8	77.6	54.8	77.6	111.4	74.2	277.9	169.3						139.7				164.8	224.1	245	207.6	265.4	195.6	3.7	2.7	114.4		-17.4	6.5	-10.8	-8.2	-5.6		-9.4	6.5	-5	-9.5	-0.7	83.6	-42.6	-2.4	-3.4	10.5	2.8	-32.8	1.2	11.2										-2.9	6.5	8.6	0.9	4.2	18.2	59.9	
2001-02-01	27.4	25.6	5.2		0.7	515	5160	1033	1244.6		4.5	265	214.5	453.5	6	9.3	63.9	72.3	62.8	82.4	113.5	73.4	282.3	168.5						136.5				166	221.8	242.8	191.3	261.3	193.5	-10	-9	89.6		-11.1	12	-7.4	-5.3	-3.7		-11.4	7.3	-0.2	-9.5	13.5	99.6	-36	-14.9	8.1	18.1	10.4	-29.4	3.6	8.2										-2	6.2	1.2	-4.1	1.6	13.7	57.8	
2001-03-01	26.3	24.7	5		0.8	492	5025	992	1177.2		4.3	255	203.3	428.5	5.4	7.8	60.3	75.2	64.5	78.4	102.8	62.2	284.8	169.8						137.2				155.6	210.3	242.7	171.3	245.5	183.3	-2.3	-0.1	70.6		-3.4	8.4	-7.1	-11.6	-9.1		-14.8	-2.8	-13.9	-21.4	-7.4	31.4	-41.9	-8.1	0.2	8.6	-6.9	-36.5	4.8	7.2										-13.2	-1.9	5.7	-14.4	-4.5	7.5	63.5	
2001-04-01	28.5	27.9	4.7		0.7	482	5055	969	1211.1		4.3	272.8	199.3	434.3	5.5	9.5	61.9	72	67.6	77.1	104.1	63.6	289.2	171.5						140				160.7	214.5	263	177.2	254.2	189.6	10.6	16.7	49.5		1.6	12.1	-6.6	-17.1	-4.9		-12.9	12.6	-10.9	-17.5	6.8	84.1	-35.1	-8.7	-11.8	3.8	-1.4	-30.3	5.8	6.6										-7.1	1.6	17.7	-9.2	0.5	12.7	67.5	
2001-05-01	28.4	29.3	3.9		0.8	474	4890	934	1190.4		4.4	267	192.8	451	5.7	8.6	57.2	79.8	68.8	74.6	103.5	65	292.5	173						142.4				154.4	209	257.3	165.5	257.5	183.7	-2.2	3.6	-10.1		5.4	10.2	-8.9	-17.9	-5.1		-11	-2.8	-14.3	-12.9	4.7	13.2	-38.5	-1.9	0.8	10.1	8.2	-21.1	7	7.8										-10.9	-6	3.9	-20.6	-0.9	0.9	73	
2001-06-01	26.3	26.1	3.1		0.7	453	4625	894	1128		4.3	246.8	188.8	482.5	5.1	9.6	56.1	75.5	72.8	71.5	104.4	64.1	297.4	175.3						149.9				157.7	205.6	232.7	161.6	251	174.9	-19.2	-14.7	-30.8		-15.7	0.9	-16.1	-22.5	-12.4		-14.7	-4.9	0.7	1	9.2	12.8	-33.9	-9.9	3	6	3.6	-20.2	9.5	9.3										-2.3	-8.2	-12.6	-18.9	-7.5	-6.9	79.7	
2001-07-01	26.4	24.7	3.3		0.7	497	4125	862.5	1080.5		4.2	278.5	218.8	512.8	4.9	7.9	52	79.4	70.7	71.9	102.6	63	299.4	177.4						146.1				172.3	202.7	228.7	158.8	234.9	173.9	-3.9	-8.3	-12.7		-10.5	2.9	-22.1	-26.2	-17.2		-15.9	13.1	21.4	15	-16.6	-23.8	-39.9	4.8	5.2	7.7	-1.4	-18.8	9.4	10.8										14.6	-7.3	-6.1	-25.9	-13.2	-2.9	75.6	
2001-08-01	27.2	26.4	2.4		0.8	486	3923	848.5	1072.2		4.2	278	219	479.5	4	7.9	50.5	79.3	58.3	71.8	105.6	62.2	304.9	179						150.8				167.3	199.6	239.3	151.1	230.2	172.8	-17.9	-16.7	-50.2		-22.1	2.1	-27.5	-28.1	-19.7		-16.8	10.9	19.2	-3.1	-36.5	-25.1	-32.2	7.5	10.1	8.4	-3.2	-22.4	11.1	11.9										1.8	-12.2	-14.1	-32	-15.2	-11.5	65.9	
2001-09-01	23.4	23.3	2.2		0.7	466	3750	795	1014.5		4.6	270.8	214.5	451.3	4.1	6.7	48.3	79.4	58.6	66.2	92.7	54.2	304.3	183.8						143.8				163.2	190.5	213.7	140.2	242	158.3	-24	-22.1	-56.7		-28.2	-7.5	-30.6	-31.1	-25.1		-5.1	2.2	8.5	-8	-35.8	-31.4	-41.8	11.1	0.4	-4.1	-15.1	-24.5	8.5	14.5						5.3				0.1	-15.9	-20.7	-36.5	-9.3	-17.8	58.2	
2001-10-01	21.2	20.4	3.3		0.6	478	3765	770	974.1		4.2	293.3	205.5	428.5	3.6	6.7	43.9	90.9	51.7	66.2	89.5	53.5	303	183.4						139.1				163	185.7	197.9	126.2	229.5	150.9	-35.2	-33.8	-26.7		-36.5	-5	-28.4	-28.5	-22.6		-11.4	15.1	-0.2	-6.8	-41.9	-31.9	-41	37.2	0.9	-8.7	-12.4	-14	9.4	13.2						7				1.7	-15.3	-26.6	-40.9	-12	-20.8	66.4	814
2001-11-01	19.4	19.1	2.7		0.5	490	4205	805	1108.1		4.1	281.5	208.5	444.5	4	7.7	42.6	95.1	50.3	67.2	92.7	57.4	311.1	184.8						146.2				165.5	192.7	177.5	156.4	230.6	151.9	-42.5	-40	-59		-49.5	1.4	-21.2	-24.4	-12		-11.7	10	-0.1	-12.2	-36	-21.2	-36.6	21.5	-7.6	-6.9	-9.5	-10.1	11.7	12.9						11.2				-3.2	-16.2	-34.6	-29.1	-13.4	-24	55.9	1205.3
2001-12-01	19.8	19.9	2.6		0.6	497	3940	788	1049.4		4.6	289	209	421	3.7	7.4	46.2	89.1	57.1	68.2	94.1	59.9	319.9	187.9						148				159	190.6	183.9	141.8	246.8	148	-26	-16.6	-73.7		-39.3	3	-24.2	-24.5	-17		-0.1	3.4	-9.8	-15.7	-37.7	-27.5	-29.5	19.4	0.4	-15	-15.1	-8.8	15.5	13.8						6				-9.1	-16.3	-22.4	-32.8	-7.1	-24.5	70	1808.1
2002-01-01	19.5	19.2	2.1		0.5	495	3930	794	1088.3		4.2	286	206	430.3	3.7	6.4	45.1	86.4	56.3	73.8	91.7	64.3	325.9	189.1						147.6				160.8	187.3	182.1	151	233.8	145.6	-32	-28.1	-62.5		-33.5	-2.8	-24.9	-24.2	-15.6		-12	4.8	-1.4	-6.4	-35.3	-35.9	-29.3	11.3	2.6	-4.9	-17.7	-13.4	17.3	11.7						5.7				-2.4	-16.4	-25.7	-27.3	-11.9	-25.5	86	2669.1
2002-02-01	21.7	21.3	2.4		0.6	493.5	3850	813	1093.9		4.5	267.3	200.5	435.8	3.5	6	44.8	92.6	60.4	70.4	91.4	63.7	329.2	192.1						149.8				159.5	192.3	197.2	148.8	250	150.7	-20.6	-16.6	-55		-23.3	-4.2	-25.4	-21.3	-12.1		0.6	0.8	-6.5	-3.9	-40.9	-35.5	-30	28	-3.9	-14.6	-19.5	-13.2	16.6	14						9.8				-3.9	-13.3	-18.8	-22.2	-4.3	-22.1	89.3	3314.7
2002-03-01	26.3	25.9	3.3		0.7	498	4040	843	1130.7		4.6	285	202.5	476.3	3.7	5.9	57.2	92.5	51.9	70.4	95.1	63.7	331.6	193.4						157.9				165.1	204.9	237.3	158.1	260.5	167.2	0.1	4.8	-34.7		-11.6	1.2	-19.6	-15	-4		8.5	11.8	-0.4	11.1	-31.1	-23.5	-5.1	23.1	-19.5	-10.1	-7.5	2.4	16.4	13.9						15.1				6.1	-2.5	-2.3	-7.7	6.2	-8.8	87.8	2888.4
2002-04-01	27.3	26.5	3.8		0.7	474.5	4100	822	1119.6		4.5	261.8	193.5	462.3	3.5	5.7	50.7	90.1	45.6	66.7	99.5	63.6	334	199.8						158.3				158.9	201.2	239.2	151.1	261.6	166.6	-4.1	-5.1	-19.2		-7.3	-1.6	-18.9	-15.2	-7.6		4.9	-4	-2.9	6.4	-36.6	-40.2	-18	25.2	-32.5	-13.5	-4.4	0	15.5	16.5						13.1				-1.1	-6.2	-9.1	-14.7	2.9	-12.1	88.3	2808.3
2002-05-01	25.3	24.5	3.2		0.6	461	4170	782	1111.8		5	282.3	214	508.8	4.3	5.9	51.9	91.8	46.8	60.5	102	62.7	347.1	204						159.7				168.9	204.2	222.5	162.9	278.4	165.8	-10.8	-16.7	-17.8		-19.2	-2.7	-14.7	-16.3	-6.6		14.3	5.7	11	12.8	-25.4	-31	-9.2	15	-32.1	-19	-1.4	-3.5	18.7	17.9						12.1				9.4	-2.3	-13.5	-1.6	8.1	-9.7	98	2413.1
2002-06-01	26.9	25.6	3.2		0.7	461	4460	822	1123.1		4.8	307	225.5	536.5	4.1	5.9	46.5	91.2	50.5	63.4	98.2	57.6	355.1	209.9						162.7				182.7	209.3	233.9	181	269.8	169.2	2.3	-1.9	4.8		-4.1	1.8	-3.6	-8.1	-0.4		12.6	24.4	19.5	11.2	-20	-38.4	-17.1	20.8	-30.5	-11.4	-5.9	-10.2	19.4	19.8						8.5				15.8	1.8	0.5	12	7.5	-3.2	107.9	2151.8
2002-07-01	27	25.4	3		0.7	436.5	4005	775	1054.3		4.6	334	247.3	567.5	4.6	5.8	46.8	101.5	51.8	65	93.6	56.2	361.6	214.4						153.7				192.5	211	234.1	168.1	260.2	169.8	2.5	3	-10.4		-3	-12.2	-2.9	-10.1	-2.4		9.1	19.9	13	10.7	-5.9	-26.9	-9.9	27.8	-26.8	-9.6	-8.7	-10.8	20.8	20.8						5.2				11.7	4.1	2.4	5.8	10.8	-2.3	93	2469.5
2002-08-01	29	27.5	3.3		0.7	444	3850	783	1053.6		4.4	362.3	259.5	559	4	6	51.5	99.5	30.9	64.7	89.8	54	360.2	219.6						153.2				204.7	219.2	251.1	166.6	266.8	177.5	6.5	4	38.5		-2.4	-8.6	-1.9	-7.7	-1.7		6.6	30.3	18.5	16.6	-0.8	-24.4	2	25.6	-47	-9.9	-15	-13.3	18.1	22.7						1.6				22.4	9.8	4.9	10.2	15.9	2.7	108.6	2097.8
2002-09-01	30.5	28.8	4.1		0.8	417.5	4125	760	1029.4		4.5	396.5	251.5	545.8	4	6.9	54.5	97	40.2	67.4	84.5	51.4	377.6	224.5						145.7				205.6	226.5	259.9	160.1	271.2	182.9	30	23.6	84.4		20.8	-10.4	10	-4.4	1.5		-2.5	46.4	17.2	20.9	-0.5	2.8	12.8	22.2	-31.4	1.8	-8.9	-5.3	24.1	22.1						1.3				25.9	18.9	21.6	14.2	12.1	15.5	105.1	2015.2
2002-10-01	27.2	25.7	4.2		0.7	444	4235	794	1101.1		4.5	402.3	247.5	565.3	3.7	7.6	66	98.5	43.1	68.4	84.6	50	393.6	227.4						138				206.3	228.9	240.2	168.7	269.7	181.4	28.5	26.3	26.3		24.4	-7.1	12.5	3.1	13		6.8	37.2	20.4	31.9	3.9	13.4	50.2	8.4	-16.5	3.3	-5.5	-6.4	29.9	24						-0.8				26.6	23.3	21.4	33.7	17.5	20.2	105.5	2955
2002-11-01	26.9	25.2	4.2		0.8	470	4390	828	1146.3		4.4	373	240.3	578.8	4.1	7.6	66.6	102.1	46.6	74.8	88	50	401.1	231.9						143.9				199.8	230.6	237.3	181.6	269.5	182.8	38.3	31.5	55.5		42.2	-4.1	4.4	2.9	3.5		6.9	32.5	15.2	30.2	1.7	-0.9	56.3	7.3	-7.5	11.2	-5	-12.8	28.9	25.5						-1.6				20.8	19.7	33.7	16.1	16.9	20.4	105.1	2864.8
2002-12-01	31.2	28.7	4.8		0.9	436	4280	767	1089.7		4.8	325	235.8	569.5	3.9	7.3	60.2	91.8	51.6	75.4	85.4	47.3	392	235.5						143.3				188.2	234.5	269.3	176.6	289.1	194.4	57.3	44	86.3		57.2	-12.3	8.6	-2.7	3.8		4.8	12.5	12.8	35.3	4.3	-0.8	30.3	3	-9.6	10.5	-9.2	-21	22.5	25.3						-3.1				18.4	23	46.5	24.5	17.1	31.4	111.5	3160.8
2003-01-01	33.5	31.1	5.6		1	475	4550	821	1182.3		4.9	320.5	238.3	564	4.4	8.6	65.3	89.2	50.9	82.6	83.6	49.7	398.2	239.1						138.6				187.6	248.5	293.7	192.2	304.3	210.6	72	62.1	162.2		83.4	-4	15.8	3.4	8.6		15.1	12.1	15.7	31.1	19.1	35.4	44.8	3.2	-9.5	12	-8.8	-22.7	22.2	26.4						-6.1				16.6	32.7	61.3	27.3	30.1	44.6	111.4	2662.2
2003-02-01	36.6	32.8	8.1		1.3	469	4600	817	1186.9		4.7	312.5	231.8	577	4.5	8.9	56.9	82.4	54.6	79.1	82.9	48.3	406.4	239.8						140				185.6	247.3	319.3	195.8	295.5	222	68.4	53.7	243.7		123.2	-5	19.5	0.5	8.5		3.5	16.9	15.6	32.4	28.3	48.6	27	-11	-9.6	12.4	-9.3	-24.1	23.5	24.8						-6.5				16.3	28.6	61.9	31.6	18.2	47.3	119.9	2166.1
2003-03-01	31	27.2	5.1		0.8	449.5	4540	777	1109.2		4.5	286.8	236.5	574.5	5.1	7.7	58.7	86.8	50.3	75.8	80.2	46.4	411.6	244.4						141.7				182.7	232.2	263.9	187.1	285.1	204.2	18	4.9	54.1		18.5	-9.7	12.4	-7.8	-1.9		-3.9	0.6	16.8	20.6	37.6	29.5	2.5	-6.2	-3	7.6	-15.7	-27.1	24.1	26.4						-10.3				10.6	13.3	11.2	18.3	9.4	22.1	125.1	2257.2
2003-04-01	25.8	23.7	5.4		0.8	460	4665	784	1129.8		4.6	279.5	232.8	623.5	6.2	7.3	68.3	81.1	58	79.1	81.9	48.7	414.3	244.1						147.2				185.6	232.5	234	187.4	282.5	200	-5.5	-10.5	41.9		10.5	-3.1	13.8	-4.6	0.9		2.3	6.8	20.3	34.9	78.3	28.5	34.6	-10	27.1	18.5	-17.7	-23.4	24	22.1						-7				16.8	15.6	-2.2	24	8	20	117.1	2259.6
2003-05-01	29.6	26.3	6.3		0.8	470	4850	785	1191.1		4.5	324.3	244.3	624.5	5.9	7.1	58.4	84.1	64.9	82	88.5	51.8	419.4	247.3						155.1				195.4	235.6	252.7	185.8	292.7	208.6	16.8	7.6	94.3		19.8	2	16.3	0.4	7.1		-9.9	14.9	14.1	22.8	37.1	20	12.4	-8.4	38.7	35.6	-13.2	-17.5	20.8	21.2						-2.8				15.7	15.4	13.6	14.1	5.1	25.8	135.5	2234.7
2003-06-01	30.2	28.3	5.4		0.8	479	4650	800	1149.4		4.5	301.8	228.5	621.3	5.8	6.3	58.9	85.3	64.1	73.2	89.5	57.6	422.6	250.4						157.2				185.7	233.8	261.4	195.9	293.3	208.9	12.4	10.8	66.7		14.9	3.9	4.3	-2.7	2.3		-6.5	-1.7	1.3	15.8	42.2	7.1	26.7	-6.5	26.8	15.5	-8.9	0	19	19.3						-3.4				1.6	11.7	11.7	8.3	8.7	23.4	117.7	2625.3
2003-07-01	30.5	28.4	4.7		0.8	523	4820	872	1243.9		5.1	348.5	206	532.5	7.4	7.2	63.5	79.5	57.3	78.9	93.2	59.8	428.4	252.4						165				180.4	234.2	265.4	202.3	309.8	211.4	13	11.5	59.7		17.3	19.8	20.3	12.5	18		11.3	4.3	-16.7	-6.2	60.3	24.3	35.6	-21.7	10.7	21.3	-0.5	6.4	18.5	17.7						7.4				-6.3	11	13.4	20.4	19.1	24.5	134	3293.2
2003-08-01	31.6	29.5	4.7		0.8	503	4890	824	1220.2		5.1	367.5	233.3	595	7.5	6.3	61.5	79.2	54.8	84.4	97.7	62	435.5	256						165.2				205.1	243.7	277.8	202.1	319.5	220.5	8.9	7.4	43.5		9.4	13.3	27	5.2	15.8		15.1	1.4	-10.1	6.4	88.6	5.2	19.3	-20.4	77.4	30.3	8.7	14.9	20.9	16.6						7.8				0.2	11.2	10.6	21.3	19.8	24.2	133	3437.9
2003-09-01	29.2	27.6	4.8		0.8	547	5035	844	1238.5		5.1	360.3	220.3	677.3	7.3	6.2	62.9	76.2	55.5	90	101.5	67.2	439.8	259.4						169.5				205	243.7	247.7	217.5	322.4	217.3	-4.1	-4	16.7		-3	31	22.1	11.1	20.3		13.4	-9.1	-12.4	24.1	81.4	-10	15.4	-21.5	38.1	33.5	20.2	30.8	16.5	15.6						16.3				-0.3	7.6	-4.7	35.9	18.9	18.8	135.2	3454.7
