time	서부 텍사스 중질유 가격	브랜트유 가격	천연가스 선물	가솔린 선물	난방유 선물	납 선물	주석 99.85% 선물	SHG 아연 99.995% 선물	LME Index	금 선물	은 선물	밀 선물	옥수수 선물	대두 선물	쌀	설탕 선물	커피 선물	오렌지쥬스 선물	돼지 선물	생우 선물	MSCI 선진국 부동산	MSCI 이머징 부동산	영국 Halifax 주택가격(계절조정)	영국 Nationwide 주택가격(계절조정)	북경 주택가격	천진 주택가격	상해 주택가격	광주 주택가격	심천 주택가격	다우존스 Equity REITs	MSCI World REITs	MSCI AC  World REITs	MSCI Europe REITs	Reuter CRB(EW)곡물지수	Reuter CRB(EW)상품선물지수	Reuter CRB(EW)에너지지수	Reuter CRB(EW)산업지수	Reuter CRB(EW)귀금속지수	RJ CRB 상품선물지수	서부 텍사스 중질유 가격 y-y	브랜트유 가격 y-y	천연가스 선물 y-y	가솔린 선물 y-y	난방유 선물 y-y	납 선물 y-y	주석 99.85% 선물 y-y	SHG 아연 99.995% 선물 y-y	LME Index y-y	금 선물 y-y	은 선물 y-y	밀 선물 y-y	옥수수 선물 y-y	대두 선물 y-y	쌀 y-y	설탕 선물 y-y	커피 선물 y-y	오렌지쥬스 선물 y-y	돼지 선물 y-y	생우 선물 y-y	MSCI 선진국 부동산 y-y	MSCI 이머징 부동산 y-y	영국 Halifax 주택가격(계절조정) y-y	영국 Nationwide 주택가격(계절조정) y-y	북경 주택가격 y-y	천진 주택가격 y-y	상해 주택가격 y-y	광주 주택가격 y-y	심천 주택가격 y-y	다우존스 Equity REITs y-y	MSCI World REITs y-y	MSCI AC  World REITs y-y	MSCI Europe REITs y-y	Reuter CRB(EW)곡물지수 y-y	Reuter CRB(EW)상품선물지수 y-y	Reuter CRB(EW)에너지지수 y-y	Reuter CRB(EW)산업지수 y-y	Reuter CRB(EW)귀금속지수 y-y	RJ CRB 상품선물지수 y-y	천연고무 선물	Dram Exchange 지수
2013-11-01	92.7	109.7	4	2.7	3	2080	22800	1887	3036.5	1250.6	20	655	415.3	1336.5	16	17.2	110.3	139.7	85.7	133.5	175.2	127.7	564.1	349.1	116.3	107	118.2	120.7	120.6	265.1	849.4	847.1	757.9	389.1	509.2	890.3	461.6	937.5	274.9	4.3	-1.4	11	-2.8	0.2	-7.6	4.4	-7.8	-12.5	-26.9	-39.8	-22.5	-44.5	-7.1	4.5	-11.3	-22.4	13.3	1.9	5.3	3.5	-9.2	8	6.6	15.5	6.6	19.2	19.9	21.5	2.1	-1.3	-1.4	13.2	-25.9	-10.9	0.1	-3	-27.9	-8.1	262.8	5668.8
2013-12-01	98.4	110.8	4.2	2.8	3.1	2219	22350	2055	3182.9	1202.3	19.3	605.3	422	1312.5	15.5	16.4	110.7	136.5	85.4	134.5	175	118.4	563.9	353.8	116	107.4	118.2	120.1	119.9	265.3	845.7	842.4	760.3	372.7	508.1	924	489.2	916.1	280.2	7.2	-0.3	26.2	-0.9	1.1	-4.8	-4.5	-1.2	-7.9	-28.3	-35.9	-22.2	-39.6	-7.5	4.4	-15.9	-23	17.6	-0.3	3.5	0	-18.3	6.2	8.2	14.2	6.5	18.2	17.4	18.9	-0.9	-3.5	-3.7	10.8	-24.3	-8.4	2.6	1.9	-25.8	-5	279.5	6251.2
2014-01-01	97.5	106.4	4.9	2.6	3.3	2114	22025	1972	3041.6	1240.1	19.1	555.8	434	1282.8	15.4	15.6	125.2	142.6	86.2	141.7	172.5	111.5	569	356.8	114.7	107.3	117.5	118.6	117.8	273.8	860.4	855.2	748.8	364.2	515	898.5	479.2	922.1	283.3	0	-7.9	48	-13.2	4.8	-13	-11.1	-8.1	-14.5	-25.3	-39	-28.7	-41.4	-12.6	-0.6	-17.2	-14.8	19.1	-1.6	11	-4.1	-26.9	8	8.7	11	5.8	16	13.3	14.1	-1.1	-4.3	-4.7	10.6	-28.4	-9.5	-6.1	-6	-28	-6.8	224.2	6391.9
2014-02-01	102.6	109.1	4.6	2.8	3.1	2135	23540	2073	3084.9	1321.6	21.2	599	457.5	1414.3	15.4	16.5	179.8	147.8	106.9	152	178.1	113.8	584	359.9	112.2	106.3	115.7	115.7	115.6	285.6	901.4	896.2	816.3	392.1	550.1	934.1	481	991.6	302.4	11.5	-2.1	32.2	-4.3	4	-6.4	0.6	0.4	-8.9	-16.3	-25.3	-15.4	-36.4	-4.1	-0.8	-10.4	26	16.2	31.9	18.7	-1.6	-23.8	10.4	9.3	5.9	3.4	11.9	7	9.4	2.1	-0.3	-0.6	23.1	-18.2	0	1.8	-4.6	-17	3.2	221.6	6176.5
2014-03-01	101.6	107.8	4.4	2.9	2.9	2068	22800	1983	2997.4	1283.4	19.7	697.3	502	1464	15.6	17.8	177.9	155	126	145.9	177.4	118.2	579.4	361.4	110.3	105.1	113.1	113.3	112.8	285.5	896.5	892.4	785.4	427.2	560.4	920.1	486	953	304.7	4.5	-2.1	8.6	-6.3	0.6	-2.1	-1.9	4.5	-8.1	-19.5	-30.2	1.4	-27.8	4.2	1.6	0.6	29.7	14.7	56.3	13.1	-3.5	-16.4	8.9	9.5	1.6	0.8	6.3	2	3.6	-0.4	-3	-3.2	19.1	-6.6	1.5	-2.1	-3.7	-20.3	2.8	250.2	6175.9
2014-04-01	99.7	108.1	4.8	3	2.9	2106	22950	2040	3052.1	1295.9	19.1	713	514	1530.8	15.6	17.2	203.1	154.6	117.7	145.8	182.6	115.5	572.2	365.4	108.9	104.5	111.5	111.1	111	293.6	930.4	926	821.6	441.3	566.5	918.4	473.7	947.9	309.5	6.7	5.6	10.9	7.4	2.1	3.9	12.7	9.2	-0.8	-12	-20.8	-1.2	-24.8	4.3	5.1	-2.4	50.5	9.3	30.6	13.6	-7.7	-22.2	6.3	10.8	-1.3	-0.7	2.8	-2.1	-0.3	-3.6	-5.6	-5.9	14.5	-3.7	4.6	4.4	-1.6	-12.9	7.4	203.9	6681.8
2014-05-01	102.7	109.4	4.5	3	2.9	2095	23220	2054	3136.5	1245.6	18.7	627.3	465.8	1493.3	15	17.4	177.5	159.4	113.4	137.8	189.3	115.8	593.7	368.1	107.7	104.1	109.6	109.5	108.7	301.1	956.8	950.7	847.4	397.7	548	921.3	461.8	932.8	305.5	11.7	9	14	7.8	3.3	-4.8	11.1	6.6	-1.1	-10.6	-16.1	-11.1	-29.6	-1.1	-2	5	39.7	5.3	18.5	13.6	5.2	-18.4	10	11.1	-3.7	-1.2	-0.5	-5	-4.4	5.4	5.6	5.2	20.3	-13.9	3.8	6.7	-2.1	-9.3	8.4	185.9	7185.4
2014-06-01	105.4	112.4	4.5	3.1	3	2173	22545	2217	3207.5	1322	21	564.8	424.3	1400.5	14.5	16.6	173	140.8	132.7	153	191	109.7	592.7	372.6	106.4	103.3	107	107.7	106.6	302.9	960.9	955.9	862.8	363.3	544.7	944.6	445.5	997.1	308.2	9.1	10	25.1	11.8	3.2	5.9	14.6	19.6	9.1	8	8	-12.9	-37.5	-10.5	-7.6	1.5	44.2	8.4	31	29.5	9.5	-13.8	9.2	11.9	-5.8	-2.4	-4.4	-7.4	-7.9	8.9	10	9.7	30.7	-13.2	8.9	7.8	-3.5	8.9	11.8	200.1	7683.2
2014-07-01	98.2	106	3.8	2.8	2.9	2226	22850	2360	3280.9	1281.3	20.4	530.3	357	1224.5	13	16.5	195.1	140.7	118	157.9	192.9	121.5	601.5	373.1	104	102.1	104.1	105.2	105.1	302.5	962.6	957.7	835	320.8	520.2	887.9	413.2	973.2	294.4	-6.5	-1.6	11.5	-7	-5.1	7.5	12	28.1	9.7	-2.4	3.9	-20.2	-28.5	-10.9	-18	-3	64.5	-2.2	21	30	10	-4.3	9.9	10.7	-8.9	-3.7	-8.4	-10.2	-9.9	8.1	10	9.8	18.5	-18.8	2.3	-5.7	-12	1.4	3.7	198.3	7979.3
2014-08-01	96	103.2	4.1	2.8	2.9	2241	21875	2359	3280.4	1286.5	19.4	550.3	359	1089.5	12.6	15.5	195.8	148.6	98.1	155.9	195.7	120.1	599.8	375.8	102.1	100.6	101.5	102.1	102.5	311.5	987.7	982.3	842.2	324	516.8	868.8	420.1	950.6	292.7	-10.9	-9.5	13.5	-7.8	-9	4.1	3.1	23.8	7.1	-7.8	-17.3	-14.5	-27.5	-23.5	-20.4	-5.2	74.6	8.5	12	27.1	16.2	-4.1	8.9	11	-11.1	-5.2	-12	-14.1	-13.2	19.5	19.4	19.1	27.5	-20.6	-1.3	-9.2	-11.4	-10.7	0.5	186.4	7768.2
2014-09-01	91.2	94.7	4.1	2.6	2.6	2100	20310	2288	3091.6	1210.5	17	477.8	320.8	913.3	12.7	15.5	193.4	144.8	108	160.5	183	111.2	605.2	375.2	100.4	99.3	99.2	99.4	100.3	292.6	924.2	918.5	788.6	283.1	489.2	812.4	391.3	864.3	278.5	-10.9	-12.6	15.8	-1.8	-10.9	-0.8	-13	19.3	-1.6	-8.7	-21.5	-29.6	-27.3	-28.8	-15.8	-11.4	70.1	10.2	17.4	25.5	3	-12.6	9.4	9.5	-13.4	-6.9	-15.2	-17.2	-16.2	9.1	6.8	6.5	9.1	-28	-5.4	-9.5	-20.5	-12.9	-2.5	171.1	7480.7
2014-10-01	80.5	85.9	3.9	2.2	2.5	2010	19680	2307	3122.7	1171.6	16.1	532.5	376.8	1046.5	12	16	188	133.7	88	169.5	194.7	114.3	603.5	377.2	98.7	98.4	98	97.3	99	318.4	987.6	981.6	802.5	323.1	483	737.6	402.3	824.4	272	-16.4	-21.1	8.2	-17.6	-15.3	-8	-14	18.2	-0.9	-11.5	-26.4	-20.2	-12	-18.3	-20.1	-12.4	78.4	10	-1.3	26	7.3	-14.9	7.8	9	-15.2	-8	-16.8	-19.3	-17.6	14	10.6	10.2	5.5	-16.1	-4.9	-16.3	-13.4	-17.8	-2.1	192.6	7564.1
2014-11-01	66.2	70.2	4.1	1.9	2.2	2028	20250	2215	3023.2	1175.2	15.5	577.3	375.8	1016	12.3	15.6	186.7	148.9	90.3	168.9	196.5	117.9	608.6	378.9	97.9	97.7	97.1	96.2	98.1	325	1006.6	1000.5	826.4	331.1	473	629.9	379.3	810.2	254.4	-28.7	-36	3.4	-29.1	-26.8	-2.5	-11.2	17.4	-0.4	-6	-22.5	-11.9	-9.5	-24	-22.7	-9.1	69.3	6.5	5.4	26.5	12.1	-7.7	7.9	8.5	-15.8	-8.7	-17.9	-20.3	-18.7	22.6	18.5	18.1	9	-14.9	-7.1	-29.2	-17.8	-13.6	-7.5	187.5	7508.8
2014-12-01	53.3	57.3	2.9	1.4	1.8	1858	19400	2178	2914.3	1184.1	15.6	589.8	397	1019.3	11.5	14.5	166.6	140.1	81.2	165.7	194.4	110.4	613.1	379	97.3	97	96.3	95.3	98.7	327.4	1001.1	993.1	801.7	336	447.4	523.8	378.3	812.7	230	-45.9	-48.3	-31.7	-48.5	-40	-16.3	-13.2	6	-8.4	-1.5	-19.5	-2.6	-5.9	-22.3	-25.9	-11.5	50.5	2.6	-4.9	23.2	11.1	-6.8	8.7	7.1	-16.1	-9.7	-18.5	-20.6	-17.7	23.4	18.4	17.9	5.4	-9.9	-11.9	-43.3	-22.7	-11.3	-17.9	196.4	7592.4
2015-01-01	48.2	53	2.7	1.4	1.7	1860	19025	2125	2714.9	1278.5	17.2	502.8	370	961	10.6	14.8	161.9	140	67.5	154.9	203.2	111.2	622.7	380.6	96.8	96.4	95.8	94.6	98.7	347.2	1056.7	1048.1	860.3	306.6	429.9	500.4	353.5	868.5	218.8	-50.5	-50.2	-45.6	-46.1	-48.6	-12	-13.6	7.8	-10.7	3.1	-10	-9.5	-14.7	-25.1	-31.4	-4.9	29.3	-1.8	-21.7	9.3	17.8	-0.3	9.5	6.7	-15.6	-10.2	-18.5	-20.2	-16.2	26.8	22.8	22.6	14.9	-15.8	-16.5	-44.3	-26.2	-5.8	-22.8	191.3	7707
2015-02-01	49.8	62.5	2.7	1.8	2.3	1728	17950	2065	2753	1213.1	16.5	517.5	384.5	1030.8	10.5	13.9	137.5	121	67.5	158	202.8	114.2	624.4	380.3	96.4	96	95.3	94	98.6	335.9	1038	1029.6	879.9	320.2	434.1	576.1	382.3	830.2	224.1	-51.5	-42.7	-40.7	-36.6	-25.6	-19.1	-23.7	-0.4	-10.8	-8.2	-22.1	-13.6	-16	-27.1	-31.9	-15.5	-23.6	-18.1	-36.9	4	13.9	0.4	6.9	5.7	-14.1	-9.7	-17.6	-18.8	-14.7	17.6	15.2	14.9	7.8	-18.3	-21.1	-38.3	-20.5	-16.3	-25.9	222	7760.6
2015-03-01	47.6	55.1	2.6	1.8	1.7	1820	16605	2081	2750.8	1183.1	16.6	511.8	376.3	973.3	10.9	12	132.7	123.7	62.4	161.3	201.4	113.7	625.4	379.9	96.3	95.9	95	93.6	99.1	337.8	1027.8	1018.7	842.1	311	417.2	520.3	380.6	814.3	211.9	-53.1	-48.9	-39.6	-38.9	-41.4	-12	-27.2	4.9	-8.2	-7.8	-16	-26.6	-25	-33.5	-30.3	-32.4	-25.4	-20.2	-50.5	10.6	13.5	-3.8	7.9	5.1	-12.7	-8.8	-16	-17.4	-12.1	18.3	14.6	14.1	7.2	-27.2	-25.6	-43.5	-21.7	-14.6	-30.5	208	7678.7
2015-04-01	59.6	66.8	2.8	2	2	2110	16025	2345	2938.8	1182.4	16.1	467	362.5	978.5	10	13	137.2	112	77	159.5	199.9	129.8	637.5	384.1	96.8	95.9	95.3	93.9	100.7	319.7	997.2	988.5	860.6	299.1	428.8	609.6	402.6	805.8	229.5	-40.2	-38.2	-42.9	-31.9	-32.7	0.2	-30.2	15	-3.7	-8.8	-15.7	-34.5	-29.5	-36.1	-35.7	-24.6	-32.4	-27.6	-34.6	9.4	9.5	12.3	11.4	5.1	-11.1	-8.2	-14.5	-15.5	-9.3	8.9	7.2	6.8	4.7	-32.2	-24.3	-33.6	-15	-15	-25.9	213.7	7500.4
2015-05-01	60.3	65.5	2.6	2.1	2	1950	15600	2188	2735.5	1189.4	16.7	477	351.5	934	9.5	12	126.5	114.2	83.8	152.3	196.9	119.1	635.7	385.3	97.7	96.1	97.7	95.2	107.5	318	985	975.3	835.6	289.6	421.1	603.6	383.5	809.7	223.2	-41.3	-40.2	-41.8	-30.4	-32.2	-6.9	-32.8	6.5	-12.8	-4.5	-10.6	-24	-24.5	-37.5	-36.5	-30.9	-28.8	-28.4	-26	10.5	4	2.8	7.1	4.7	-9.3	-7.7	-10.9	-13.1	-1.1	5.6	2.9	2.6	-1.4	-27.2	-23.2	-34.5	-16.9	-13.2	-26.9	229.9	7407.3
2015-06-01	59.5	63.1	2.8	2.1	1.9	1760	13920	2000	2600.7	1171.8	15.6	614.8	414	1056.3	10.2	12.2	130.9	114.8	76.2	147.9	187.6	112.9	645.5	384.9	98.9	96.9	100.3	97.3	115.7	303.5	939.6	931.2	804.6	349.9	433.4	590.3	384.5	779.7	227.2	-43.6	-43.8	-36.5	-32.1	-36.5	-19	-38.3	-9.8	-18.9	-11.4	-26	8.9	-2.4	-24.6	-30.1	-26.4	-24.3	-18.5	-42.6	-3.4	-1.8	2.9	8.9	3.3	-7	-6.2	-6.3	-9.7	8.5	0.2	-2.2	-2.6	-6.7	-3.7	-20.4	-37.5	-13.7	-21.8	-26.3	205	6738.7
2015-07-01	47.1	51.9	2.7	1.8	1.6	1702	16300	1916	2438.9	1094.9	14.7	499.3	371	980.8	11.5	11.2	125.9	123.4	78.5	145.7	193.8	107.1	644.4	386.5	101	97.8	103.1	99.7	123.6	318.4	982.8	973.2	852	302.5	400.9	489	356.4	725.8	202.6	-52	-51.1	-29.3	-35	-45.1	-23.5	-28.7	-18.8	-25.7	-14.5	-27.6	-5.8	3.9	-19.9	-11.3	-32.3	-35.5	-12.3	-33.5	-7.7	0.5	-11.9	7.1	3.6	-2.9	-4.2	-1	-5.2	17.6	5.2	2.1	1.6	2	-5.7	-22.9	-44.9	-13.7	-25.4	-31.2	192.8	6227.4
2015-08-01	49.2	53.1	2.7	1.6	1.7	1732	14200	1809.5	2377.6	1132	14.6	482.5	363.8	897.5	11.9	10.6	121	129.6	68	145.5	181.5	95.9	665.4	387.5	103	99	105.6	102	131.3	299.2	929.2	919.5	816.2	295	399.8	494.5	350.2	737.4	202.1	-48.7	-48.5	-33.8	-41.1	-41.4	-22.7	-35.1	-23.3	-27.5	-12	-24.9	-12.3	1.3	-17.6	-5.6	-31.3	-38.2	-12.8	-30.7	-6.7	-7.2	-20.1	10.9	3.1	0.9	-1.6	4	-0.1	28.1	-3.9	-5.9	-6.4	-3.1	-8.9	-22.6	-43.1	-16.6	-22.4	-31	165	6348.3
2015-09-01	45.1	48.4	2.5	1.4	1.5	1672	15525	1688.5	2371.2	1115.5	14.5	512.8	387.8	892	13.2	12.2	121.3	105.2	73.5	124.7	182.3	93.6	656.4	389.6	104.7	100.3	108.3	104.9	137.6	304	943.1	932	814.4	304.4	389	447.8	343.7	707.2	193.8	-50.5	-48.8	-38.8	-46.3	-42.9	-20.4	-23.6	-26.2	-23.3	-7.8	-14.7	7.3	20.9	-2.3	3.6	-21.1	-37.3	-27.3	-31.9	-22.3	-0.4	-15.8	8.5	3.8	4.3	1	9.2	5.5	37.2	3.9	2	1.5	3.3	7.5	-20.5	-44.9	-12.2	-18.2	-30.4	153.4	6310.4
2015-10-01	46.6	49.5	2.3	1.4	1.5	1695	14995	1710	2317	1141.4	15.6	522	382.3	883.8	11.6	14.5	120.7	134.2	59.2	139.3	193.7	100.9	663.1	392.2	106.5	101.3	110.9	107	139.9	323.3	1001.6	989.3	873.5	303.4	401.1	456.2	349.9	750.3	195.6	-42.2	-42.3	-40.1	-35.2	-40.4	-15.7	-23.8	-25.9	-25.8	-2.6	-3.2	-2	1.5	-15.6	-3.3	-9.4	-35.8	0.4	-32.7	-17.8	-0.5	-11.7	9.9	4	7.9	2.9	13.2	10	41.3	1.6	1.4	0.8	8.9	-6.1	-17	-38.1	-13	-9	-28.1	144.6	6147.4
2015-11-01	41.7	44.5	2.2	1.4	1.3	1647	15050	1563	2145.1	1065.8	14.1	460	365	881	11.9	14.9	117.3	142.2	58.4	130.1	189.1	98.4	662	392.9	107.7	102.1	113.1	108.1	143.9	321.9	984.9	971.9	807.5	291.4	380	423.8	328.6	669.5	182.5	-37	-36.6	-45.3	-28.6	-40.1	-18.8	-25.7	-29.4	-29	-9.3	-9.3	-20.3	-2.9	-13.3	-3.5	-4.2	-37.2	-4.5	-35.3	-23	-3.8	-16.5	8.8	3.7	10	4.5	16.5	12.4	46.7	-1	-2.2	-2.9	-2.3	-12	-19.7	-32.7	-13.4	-17.4	-28.2	153.1	5949.6
2015-12-01	37	37.6	2.3	1.3	1.1	1793	14555	1609	2203.1	1060.2	13.8	470	358.8	871.3	11.6	15.2	126	140.2	59.8	135.8	189.8	99.8	674.7	395.8	108.3	103.1	115.5	109.1	146.8	324.2	994.1	977.7	780	284.6	379.3	384	337.2	679.7	176.1	-30.5	-34.4	-19.1	-11.7	-40.4	-3.5	-25	-26.1	-24.4	-10.5	-11.5	-20.3	-9.6	-14.5	0.6	4.8	-24.4	0.1	-26.4	-18	-2.4	-9.6	10.1	4.4	11.3	6.3	19.9	14.5	48.7	-1	-0.7	-1.6	-2.7	-15.3	-15.2	-26.7	-10.8	-16.4	-23.4	147.3	6108.9
2016-01-01	33.6	34.7	2.3	1.1	1.1	1718	14850	1623	2168.4	1116.4	14.2	479.3	372	882.3	11.4	13.2	116.5	132.4	65.8	135.3	180.9	87.2	687.7	397.3	110.3	103.9	117.5	109.9	151.9	312.8	962.7	946.2	744.4	293	370.4	359.7	326.3	693.8	166.8	-30.3	-34.5	-14.6	-22.1	-37.4	-7.6	-21.9	-23.6	-20.1	-12.7	-17.2	-4.7	0.5	-8.2	7.4	-11	-28.1	-5.5	-2.5	-12.6	-11	-21.6	10.4	4.4	13.9	7.8	22.7	16.2	53.9	-9.9	-8.9	-9.7	-13.5	-4.4	-13.9	-28.1	-7.7	-20.1	-23.8	151.1	6161.9
2016-02-01	33.8	36	1.7	1	1.1	1753	15800	1764	2244.1	1234.4	14.9	445	353.5	853	10.5	14.6	113.4	123	70	139.5	180.6	89.7	679.2	398.5	112.9	104.7	120.6	111.8	156.9	310.7	960.8	945.4	707.5	280.7	368.8	363.9	316.9	746.7	163.2	-32.2	-42.4	-37.4	-40.6	-53.2	1.4	-12	-14.6	-18.5	1.8	-9.8	-14	-8.1	-17.2	0.2	5	-17.5	1.7	3.7	-11.7	-11	-21.5	8.8	4.8	17.1	9.1	26.5	18.9	59.1	-7.5	-7.4	-8.2	-19.6	-12.3	-15	-36.8	-17.1	-10.1	-27.2	146.2	5976.7
2016-03-01	38.3	39.6	2	1.4	1.2	1705	16700	1817	2270.9	1234.2	15.5	473.5	351.5	910.8	9.7	15.4	127.7	145.8	68.4	132.9	197.8	100.2	692.4	401.4	116	106.8	125	115.2	161.6	340.8	1050.6	1035.3	782.4	290.1	387.8	402.1	326.7	766	170.5	-19.5	-28.2	-25.8	-19.9	-31	-6.3	0.6	-12.7	-17.4	4.3	-6.8	-7.5	-6.6	-6.4	-10.9	28.4	-3.8	17.9	9.5	-17.6	-1.7	-11.9	10.7	5.7	20.5	11.4	31.6	23.1	63.1	0.9	2.2	1.6	-7.1	-6.7	-7	-22.7	-14.2	-5.9	-19.5	170	6054.5
2016-04-01	45.9	48.1	2.2	1.6	1.4	1805	17220	1938.5	2414.3	1290.5	17.8	478	390.3	1021	10.8	16.2	120.6	127	77.9	123.1	197.1	102	686.8	402.5	118.3	109.5	128	117.4	162.4	334.1	1041.5	1028	789.1	313.9	409.1	458.5	347.5	841.6	184.6	-23	-27.9	-20.8	-22.7	-30.3	-14.5	7.5	-17.3	-17.8	9.1	10.3	2.4	7.7	4.3	8.1	24.8	-12.1	13.4	1.2	-22.8	-1.4	-21.4	7.7	4.8	22.2	14.2	34.3	25	61.3	4.5	4.4	4	-8.3	4.9	-4.6	-24.8	-13.7	4.4	-19.6	187	5776.6
2016-05-01	49.1	49.7	2.3	1.6	1.5	1700	16300	1923	2246.7	1214.8	16	464.5	404.8	1078.5	10.9	17.4	121.5	153.2	80.6	121.1	196.9	95.7	693	403.6	119.5	111.9	127.7	118.9	153.2	341	1047.7	1030	788.1	316.5	411.4	478.6	334.2	771.8	186.2	-18.6	-24.1	-13.4	-22.6	-23.4	-12.8	4.5	-12.1	-17.9	2.1	-4.3	-2.6	15.1	15.5	15	44.5	-3.9	34.2	-3.9	-20.5	0	-19.6	9	4.7	22.3	16.4	30.7	24.9	42.5	7.2	6.4	5.6	-5.7	9.3	-2.3	-20.7	-12.9	-4.7	-16.6	162.3	5825.8
2016-06-01	48.3	49.7	2.9	1.5	1.5	1788	17050	2104.5	2369.3	1320.6	18.6	431.3	358.8	1175	10.5	20.2	143.4	178	82.9	120	203.4	99.4	701.4	404.6	120.3	113.8	127.7	119.2	146.7	362.7	1095.9	1078.1	710.1	311.9	432.9	465.5	343.9	846.8	192.6	-18.7	-21.3	3.2	-28.1	-21.3	1.6	22.5	5.2	-8.9	12.7	19.5	-29.8	-13.3	11.2	3.3	65	9.5	55.1	8.7	-18.8	8.4	-11.9	8.7	5.1	21.6	17.4	27.3	22.5	26.8	19.5	16.6	15.8	-11.7	-10.8	-0.1	-21.1	-10.6	8.6	-15.2	167.8	6721.6
2016-07-01	41.6	42.5	2.9	1.3	1.3	1823	17850	2243	2427.9	1349	20.3	407.8	334.5	1032.5	9.9	19	145.4	175.9	69	113.1	211.9	104	693.8	406.6	120.7	116.2	127.3	119.4	140.9	376.3	1134.9	1116.8	756.7	281.3	420.5	405.5	370.8	914.7	181	-11.7	-18.1	5.9	-28.2	-19.4	7.1	9.5	17.1	-0.5	23.2	37.7	-18.3	-9.8	5.3	-13.6	70.1	15.4	42.6	-12.1	-22.4	9.3	-2.9	7.7	5.2	19.5	18.8	23.5	19.8	14	18.2	15.5	14.8	-11.2	-7	4.9	-17.1	4	26	-10.6	184	7013.8
2016-08-01	44.7	47	2.9	1.4	1.4	1904.5	18875	2310	2348.3	1307.9	18.6	361	301.5	960	9.2	20.1	145.1	183	62.9	112	205.3	105.2	692.1	409.1	123.5	119.9	131.2	121.1	136.8	362.2	1095.2	1076.3	754.6	265.9	412.4	434.2	338.2	854	180.2	-9.1	-11.4	7.4	-13.9	-15.7	10	32.9	27.7	-1.2	15.5	27.7	-25.2	-17.1	7	-22.6	88.4	19.9	41.3	-7.6	-23.1	13.1	9.7	4	5.6	19.9	21.1	24.2	18.7	4.2	21	17.9	17	-7.5	-9.9	3.1	-12.2	-3.4	15.8	-10.8	158	7172.2
2016-09-01	48.2	49.1	2.9	1.5	1.5	2123.5	20025	2377	2473.8	1313.3	19.1	402	336.8	954	9.9	22.6	151.3	205	49	98.9	203.4	104.6	694	410.3	127.8	124.1	132.7	123	134.1	354.8	1076.9	1059.4	739.1	276.2	418.5	467.7	355.5	858	186.3	7	1.3	15.1	7.1	1	27	29	40.8	4.3	17.7	31.9	-21.6	-13.2	7	-25.2	84.6	24.8	94.9	-33.3	-20.7	11.5	11.7	5.7	5.3	22.1	23.7	22.5	17.3	-2.5	16.7	14.2	13.7	-9.2	-9.3	7.6	4.4	3.4	21.3	-3.8	168.6	8841.1
2016-10-01	46.9	48.3	3	1.4	1.5	2065	20700	2458	2502.2	1273.1	17.8	416.3	354.8	1002.3	9.9	21.6	163.7	220	48	103.1	193.1	100.8	704.2	410.4	127.5	125.3	131.1	123.6	131.7	336	1009.4	995.1	658.1	288.7	422.5	458.7	357.1	812.2	186.3	0.6	-2.4	30.4	3.2	-0.3	21.8	38	43.7	8	11.5	14.1	-20.3	-7.2	13.4	-15.2	48.4	35.6	63.9	-19	-26	-0.3	-0.2	6.2	4.6	19.7	23.7	18.2	15.5	-5.9	3.9	0.8	0.6	-24.7	-4.9	5.3	0.6	2.1	8.3	-4.8	180.3	10658.8
2016-11-01	49.4	50.5	3.4	1.5	1.6	2365	21050	2702	2799.3	1170.8	16.4	380.5	336.8	1032.3	9.7	19.8	147.4	217.7	51	110.8	186.6	94.6	708.1	410.4	126.4	125.3	129	124	127.9	327.4	971.5	955.6	628.7	285.6	419.8	485.9	397.6	751.3	189.3	18.7	13.4	50	9.7	17.5	43.6	39.9	72.9	30.5	9.9	16.8	-17.3	-7.7	17.2	-18.5	32.7	25.7	53.1	-12.7	-14.8	-1.3	-3.9	7	4.4	17.4	22.7	14.1	14.7	-11.1	1.7	-1.4	-1.7	-22.1	-2	10.5	14.6	21	12.2	3.7	221	11432
2016-12-01	53.7	56.8	3.7	1.7	1.7	2016.5	21125	2576	2659.6	1151.7	15.9	408	352	996.5	9.4	19.6	137.3	196.4	66.2	119	190.1	93.5	719.1	413.5	125.9	124.1	126.5	124.1	123.5	339.8	1003.5	987.8	672	284.5	420.6	536.4	385.2	738.1	192.5	45	50.9	59.3	31.4	54.8	12.5	45.1	60.1	20.7	8.6	15.7	-13.2	-1.9	14.4	-19.1	29.1	9	40.1	10.6	-12.4	0.1	-6.3	6.6	4.5	16.3	20.4	9.5	13.7	-15.9	4.8	0.9	1	-13.8	0	10.9	39.7	14.2	8.6	9.3	262	14118.9
